# PIMCID: 8539a093-cf59-436e-a605-7fdd91fa63d3
#	E		M
-0.812500	0.094543
-0.828125	0.117981
-0.812500	0.125793
-0.828125	0.117981
-0.812500	0.117981
-0.828125	0.125793
-0.812500	0.172668
-0.828125	0.110168
-0.812500	0.055481
-0.828125	0.110168
-0.812500	0.117981
-0.828125	0.102356
-0.812500	0.141418
-0.828125	0.071106
-0.812500	0.102356
-0.828125	0.164856
-0.812500	0.157043
-0.828125	0.117981
-0.812500	0.102356
-0.828125	0.078918
-0.812500	0.094543
-0.828125	0.149231
-0.812500	0.110168
-0.828125	0.086731
-0.812500	0.094543
-0.828125	0.102356
-0.812500	0.172668
-0.828125	0.180481
-0.812500	0.094543
-0.828125	0.055481
-0.812500	0.117981
-0.828125	0.149231
-0.812500	0.102356
-0.828125	0.078918
-0.812500	0.110168
-0.828125	0.078918
-0.812500	0.164856
-0.828125	0.149231
-0.812500	0.117981
-0.828125	0.141418
-0.812500	0.063293
-0.828125	0.102356
-0.812500	0.172668
-0.828125	0.078918
-0.812500	0.063293
-0.828125	0.117981
-0.812500	0.125793
-0.828125	0.141418
-0.812500	0.125793
-0.828125	0.117981
-0.812500	0.125793
-0.828125	0.125793
-0.812500	0.110168
-0.828125	0.078918
-0.812500	0.117981
-0.828125	0.094543
-0.812500	0.110168
-0.828125	0.125793
-0.812500	0.117981
-0.828125	0.110168
-0.812500	0.157043
-0.828125	0.141418
-0.812500	0.094543
-0.828125	0.110168
-0.812500	0.086731
-0.828125	0.078918
-0.812500	0.157043
-0.828125	0.117981
-0.812500	0.063293
-0.828125	0.125793
-0.812500	0.133606
-0.828125	0.172668
-0.812500	0.149231
-0.828125	0.047668
-0.812500	0.094543
-0.828125	0.125793
-0.812500	0.125793
-0.828125	0.094543
-0.812500	0.110168
-0.828125	0.094543
-0.812500	0.094543
-0.828125	0.172668
-0.812500	0.180481
-0.828125	0.086731
-0.812500	0.086731
-0.828125	0.086731
-0.812500	0.133606
-0.828125	0.157043
-0.812500	0.055481
-0.828125	0.071106
-0.812500	0.133606
-0.828125	0.141418
-0.812500	0.141418
-0.828125	0.141418
-0.812500	0.110168
-0.828125	0.078918
-0.812500	0.133606
-0.828125	0.117981
-0.812500	0.094543
-0.828125	0.094543
-0.812500	0.094543
-0.828125	0.110168
-0.812500	0.164856
-0.828125	0.125793
-0.812500	0.110168
-0.828125	0.125793
-0.812500	0.125793
-0.828125	0.102356
-0.812500	0.110168
-0.828125	0.086731
-0.812500	0.078918
-0.828125	0.164856
-0.812500	0.102356
-0.828125	0.078918
-0.812500	0.164856
-0.828125	0.133606
-0.812500	0.133606
